PBO Station Position Time Series.
Format Version, 1.2.0
Reference Frame, NAM08
4-character ID, BLKM
Station name, Upper_Block_Midd
Begin Date, 2017-01-15
End Date, 2018-06-08
Release Date, 2018-07-14
Source file, BLKM.pbo.nam08.pos
Offset from source file, -1.72 mm North, -33.08 mm East, -7.46 mm Vertical
Reference position, 42.6131348870 North Latitude, -114.8905526888 East Longitude, 1079.34090 meters elevation
Date, North (mm), East (mm), Vertical (mm), North Std. Deviation (mm), East Std. Deviation (mm), Vertical Std. Deviation (mm), Quality,
2018-03-29,9.80, -154.77, -160.09, 2.03, 1.67, 7.07, suppl,
2018-03-30,9.52, -153.73, -163.87, 2.01, 1.7, 7.01, suppl,
2018-03-31,10.08, -154.46, -162.96, 2, 1.67, 6.93, suppl,
2018-04-01,9.79, -154.69, -157.88, 2.01, 1.69, 7.05, suppl,
2018-04-02,10.09, -154.16, -155.67, 2.08, 1.74, 7.26, suppl,
2018-04-03,9.79, -154.13, -157.09, 1.97, 1.63, 6.78, suppl,
2018-04-04,10.10, -152.80, -161.69, 1.97, 1.65, 6.82, suppl,
2018-04-05,10.22, -152.94, -162.86, 2.03, 1.7, 7.09, suppl,
2018-04-06,10.28, -153.96, -161.62, 1.92, 1.6, 6.63, suppl,
2018-04-07,10.05, -153.95, -161.20, 2.17, 1.77, 7.38, suppl,
2018-04-08,10.02, -155.26, -156.49, 2.04, 1.71, 7.07, suppl,
2018-04-09,10.34, -154.85, -161.94, 2.02, 1.69, 7.02, suppl,
2018-04-10,10.16, -153.38, -164.05, 2.03, 1.7, 7.03, suppl,
2018-04-11,10.44, -155.11, -155.90, 2.05, 1.72, 7.06, suppl,
2018-04-12,10.65, -153.94, -151.93, 2.02, 1.65, 6.97, suppl,
2018-04-13,10.35, -154.82, -163.97, 2.08, 1.7, 7.23, suppl,
2018-04-14,10.46, -154.12, -164.44, 1.93, 1.6, 6.65, suppl,
2018-04-20,8.73, -155.10, -156.04, 2.8, 2.15, 9.42, final,
2018-04-21,8.80, -154.23, -160.04, 2.83, 2.16, 9.48, final,
2018-04-29,9.63, -154.76, -156.88, 1.86, 1.51, 6.62, final,
2018-04-30,11.43, -154.21, -159.45, 1.74, 1.44, 6.26, final,
2018-05-01,10.47, -154.09, -159.69, 1.85, 1.52, 6.6, final,
2018-05-02,10.82, -154.18, -159.61, 1.85, 1.5, 6.62, final,
2018-05-03,10.21, -154.34, -162.14, 1.92, 1.55, 6.84, final,
2018-05-04,10.71, -153.90, -165.74, 1.89, 1.54, 6.71, final,
2018-05-05,10.59, -153.82, -163.87, 1.85, 1.5, 6.6, final,
2018-05-06,11.17, -154.43, -162.04, 1.97, 1.59, 6.94, final,
2018-05-07,10.97, -155.22, -166.09, 1.89, 1.53, 6.74, final,
2018-05-08,10.93, -154.50, -164.16, 1.91, 1.53, 6.77, final,
2018-05-09,10.62, -153.78, -162.24, 2.25, 1.72, 7.74, final,
2018-05-27,11.87, -159.11, -150.71, 2.07, 1.62, 7.17, final,
2018-05-28,11.91, -157.53, -151.21, 2.02, 1.58, 7.07, final,
2018-05-29,10.94, -158.65, -151.32, 2.05, 1.61, 7.16, final,
2018-05-30,12.40, -158.10, -151.55, 2.05, 1.63, 7.24, final,
2018-05-31,12.56, -160.15, -151.57, 2.12, 1.66, 7.46, final,
2018-06-01,12.66, -159.54, -166.07, 1.96, 1.54, 6.9, final,
2018-06-02,13.25, -159.65, -168.92, 1.88, 1.5, 6.7, final,
2018-06-03,12.66, -160.04, -166.97, 1.96, 1.55, 6.88, final,
2018-06-04,12.63, -160.73, -161.88, 2.04, 1.61, 7.18, final,
2018-06-05,12.77, -162.72, -161.21, 2.01, 1.58, 7.12, final,
2018-06-06,12.58, -161.65, -161.35, 2, 1.57, 7.03, final,
2018-06-07,12.57, -161.78, -163.24, 2.08, 1.63, 7.32, final,
2018-06-08,12.28, -161.81, -166.58, 2.22, 1.69, 7.66, final,
