Date Time,Abs Pres (kPa) c:1 2,Temp (°C) c:2,Sensor Depth (meters),Adjust,Depth(m)
4/8/18 8:00,85.77,21.091,-0.294,, 
4/8/18 8:15,86.096,23.869,-0.259,, 
4/8/18 8:30,86.755,25.319,-0.195,, 
4/8/18 8:45,86.951,26.097,-0.176,, 
4/8/18 9:00,86.841,25.319,-0.185,, 
4/8/18 9:15,87.708,24.545,-0.097,, 
4/8/18 9:30,88.792,23.869,0.013,,0.013
4/8/18 9:45,88.76,23.292,0.01,,0.01
4/8/18 10:00,88.42,22.908,-0.026,, 
4/8/18 10:15,88.771,22.717,0.008,,0.008
4/8/18 10:30,88.727,15.091,0,, 
4/8/18 10:45,88.724,11.625,0.001,,0.001
4/8/18 11:00,88.746,10.944,-0.001,, 
4/8/18 11:15,88.762,10.651,-0.003,, 
4/8/18 11:30,88.784,10.651,-0.002,, 
4/8/18 11:45,88.822,10.357,0.002,,0.002
4/8/18 12:00,88.823,10.455,0,, 
4/8/18 12:15,88.871,10.063,0.006,,0.006
4/8/18 12:30,88.888,10.455,0.006,,0.006
4/8/18 12:45,88.889,11.236,0.007,,0.007
4/8/18 13:00,88.894,11.528,0.008,,0.008
4/8/18 13:15,88.883,11.528,0.008,,0.008
4/8/18 13:30,88.899,11.139,0.009,,0.009
4/8/18 13:45,88.909,11.819,0.01,,0.01
4/8/18 14:00,88.894,12.207,0.011,,0.011
4/8/18 14:15,88.89,13.269,0.007,,0.007
4/8/18 14:30,88.918,14.996,0.01,,0.01
4/8/18 14:45,88.912,15.282,0.01,,0.01
4/8/18 15:00,88.916,16.141,0.01,,0.01
4/8/18 15:15,88.936,17.95,0.011,,0.011
4/8/18 15:30,88.912,17.189,0.009,,0.009
4/8/18 15:45,88.912,17.189,0.008,,0.008
4/8/18 16:00,88.903,15.378,0.005,,0.005
4/8/18 16:15,88.932,16.427,0.007,,0.007
4/8/18 16:30,88.96,18.14,0.009,,0.009
4/8/18 16:45,88.95,16.237,0.008,,0.008
4/8/18 17:00,88.947,16.713,0.009,,0.009
4/8/18 17:15,88.985,18.331,0.008,,0.008
4/8/18 17:30,89.011,18.616,0.009,,0.009
4/8/18 17:45,89.017,18.331,0.008,,0.008
4/8/18 18:00,89.019,18.426,0.008,,0.008
4/8/18 18:15,88.988,15.282,0.002,,0.002
4/8/18 18:30,88.997,12.594,0.001,,0.001
4/8/18 18:45,88.998,11.334,0,, 
4/8/18 19:00,89.018,10.553,0.002,,0.002
4/8/18 19:15,89.031,10.063,0.003,,0.003
4/8/18 19:30,89.034,9.571,0.001,,0.001
4/8/18 19:45,89.039,9.176,0,, 
4/8/18 20:00,89.054,8.779,-0.002,, 
4/8/18 20:15,89.057,8.282,-0.004,, 
4/8/18 20:30,89.063,7.983,-0.004,, 
4/8/18 20:45,89.08,7.682,-0.008,, 
4/8/18 21:00,89.109,7.481,-0.007,, 
4/8/18 21:15,89.127,7.28,-0.009,, 
4/8/18 21:30,89.145,7.079,-0.007,, 
4/8/18 21:45,89.183,6.775,-0.006,, 
4/8/18 22:00,89.2,6.471,-0.005,, 
4/8/18 22:15,89.226,6.064,-0.004,, 
4/8/18 22:30,89.233,5.86,-0.007,, 
4/8/18 22:45,89.244,5.86,-0.007,, 
4/8/18 23:00,89.275,5.757,-0.002,, 
4/8/18 23:15,89.284,5.655,-0.002,, 
4/8/18 23:30,89.302,5.45,-0.001,, 
4/8/18 23:45,89.329,5.141,0.002,,0.002
4/9/18 0:00,89.315,4.934,-0.003,, 
4/9/18 0:15,89.314,4.831,-0.004,, 
4/9/18 0:30,89.311,4.623,-0.006,, 
4/9/18 0:45,89.308,4.415,-0.007,, 
4/9/18 1:00,89.354,4.623,-0.004,, 
4/9/18 1:15,89.364,4.623,-0.004,, 
4/9/18 1:30,89.377,4.727,-0.004,, 
4/9/18 1:45,89.378,4.831,-0.005,, 
4/9/18 2:00,89.409,4.727,-0.002,, 
4/9/18 2:15,89.425,4.415,-0.001,, 
4/9/18 2:30,89.422,4.207,-0.002,, 
4/9/18 2:45,89.443,4.207,-0.001,, 
4/9/18 3:00,89.453,4.102,0.001,,0.001
4/9/18 3:15,89.453,4.102,0.002,,0.002
4/9/18 3:30,89.463,4.102,0.001,,0.001
4/9/18 3:45,89.462,3.998,0.002,,0.002
4/9/18 4:00,89.462,3.998,0.001,,0.001
4/9/18 4:15,89.453,4.102,-0.002,, 
4/9/18 4:30,89.453,4.102,-0.003,, 
4/9/18 4:45,89.456,4.311,-0.004,, 
4/9/18 5:00,89.456,4.311,-0.004,, 
4/9/18 5:15,89.486,4.207,-0.003,, 
4/9/18 5:30,89.494,3.998,-0.003,, 
4/9/18 5:45,89.503,3.893,-0.004,, 
4/9/18 6:00,89.501,3.788,-0.008,, 
4/9/18 6:15,89.546,3.893,-0.005,, 
4/9/18 6:30,89.533,3.788,-0.008,, 
4/9/18 6:45,89.565,3.788,-0.007,, 
4/9/18 7:00,89.585,3.683,-0.006,, 
4/9/18 7:15,89.617,3.683,-0.006,, 
4/9/18 7:30,89.63,3.788,-0.006,, 
4/9/18 7:45,89.64,3.788,-0.005,, 
4/9/18 8:00,89.662,3.788,-0.003,, 
4/9/18 8:15,89.674,3.893,-0.003,, 
4/9/18 8:30,89.691,4.311,-0.002,, 
4/9/18 8:45,89.71,4.831,0.001,,0.001
4/9/18 9:00,89.719,5.45,0.002,,0.002
4/9/18 9:15,89.718,6.064,0.001,,0.001
4/9/18 9:30,89.726,6.573,0.002,,0.002
4/9/18 9:45,89.735,7.179,0.004,,0.004
4/9/18 10:00,89.743,7.682,0.005,,0.005
4/9/18 10:15,89.74,8.182,0.005,,0.005
4/9/18 10:30,89.748,8.68,0.004,,0.004
4/9/18 10:45,89.756,9.176,0.006,,0.006
4/9/18 11:00,89.753,9.669,0.006,,0.006
4/9/18 11:15,89.762,10.259,0.007,,0.007
4/9/18 11:30,89.772,10.846,0.01,,0.01
4/9/18 11:45,89.762,11.528,0.01,,0.01
4/9/18 12:00,89.769,12.013,0.013,,0.013
4/9/18 12:15,89.77,13.365,0.014,,0.014
4/9/18 12:30,89.78,14.613,0.016,,0.016
4/9/18 12:45,89.777,16.332,0.019,,0.019
4/9/18 13:00,89.764,17.475,0.018,,0.018
4/9/18 13:15,89.746,18.901,0.018,,0.018
4/9/18 13:30,89.751,19.853,0.019,,0.019
4/9/18 13:45,89.712,20.043,0.017,,0.017
4/9/18 14:00,89.701,21.282,0.018,,0.018
4/9/18 14:15,89.691,21.282,0.017,,0.017
4/9/18 14:30,89.682,22.621,0.018,,0.018
4/9/18 14:45,89.663,23.966,0.014,,0.014
4/9/18 15:00,89.652,23.966,0.016,,0.016
4/9/18 15:15,89.656,24.158,0.017,,0.017
4/9/18 15:30,89.636,21.855,0.015,,0.015
4/9/18 15:45,89.628,22.621,0.016,,0.016
4/9/18 16:00,89.584,20.71,0.014,,0.014
4/9/18 16:15,89.561,19.377,0.01,,0.01
4/9/18 16:30,89.594,22.525,0.015,,0.015
4/9/18 16:45,89.598,25.125,0.016,,0.016
4/9/18 17:00,89.547,20.424,0.012,,0.012
4/9/18 17:15,89.523,17.189,0.008,,0.008
4/9/18 17:30,89.494,15.473,0.008,,0.008
4/9/18 17:45,89.524,17.855,0.011,,0.011
4/9/18 18:00,89.529,19.377,0.012,,0.012
4/9/18 18:15,89.506,16.808,0.01,,0.01
4/9/18 18:30,89.476,14.996,0.007,,0.007
4/9/18 18:45,89.461,14.134,0.004,,0.004
4/9/18 19:00,89.458,13.942,0.007,,0.007
4/9/18 19:15,89.467,13.173,0.011,,0.011
4/9/18 19:30,89.454,12.401,0.013,,0.013
4/9/18 19:45,89.43,11.528,0.01,,0.01
4/9/18 20:00,89.434,10.455,0.011,,0.011
4/9/18 20:15,89.395,9.373,0.006,,0.006
4/9/18 20:30,89.36,8.481,0.002,,0.002
4/9/18 20:45,89.353,8.082,0.001,,0.001
4/9/18 21:00,89.355,7.481,0,, 
4/9/18 21:15,89.356,7.582,0.001,,0.001
4/9/18 21:30,89.355,7.481,0.001,,0.001
4/9/18 21:45,89.365,7.481,0.001,,0.001
4/9/18 22:00,89.393,7.179,0.004,,0.004
4/9/18 22:15,89.381,7.079,0.003,,0.003
4/9/18 22:30,89.39,6.978,0.006,,0.006
4/9/18 22:45,89.388,6.877,0.004,,0.004
4/9/18 23:00,89.387,6.775,0.005,,0.005
4/9/18 23:15,89.385,6.674,0.006,,0.006
4/9/18 23:30,89.374,6.674,0.006,,0.006
4/9/18 23:45,89.374,6.674,0.007,,0.007
4/10/18 0:00,89.373,6.573,0.009,,0.009
4/10/18 0:15,89.35,6.471,0.004,,0.004
4/10/18 0:30,89.359,6.37,0.006,,0.006
4/10/18 0:45,89.345,6.166,0.006,,0.006
4/10/18 1:00,89.322,6.064,0.005,,0.005
4/10/18 1:15,89.317,5.757,0.007,,0.007
4/10/18 1:30,89.322,5.347,0.007,,0.007
4/10/18 1:45,89.329,5.141,0.012,,0.012
4/10/18 2:00,89.317,5.037,0.011,,0.011
4/10/18 2:15,89.293,4.831,0.01,,0.01
4/10/18 2:30,89.293,4.831,0.012,,0.012
4/10/18 2:45,89.251,4.934,0.009,,0.009
4/10/18 3:00,89.237,4.727,0.009,,0.009
4/10/18 3:15,89.215,4.623,0.006,,0.006
4/10/18 3:30,89.204,4.623,0.008,,0.008
4/10/18 3:45,89.187,4.207,0.008,,0.008
4/10/18 4:00,89.175,4.102,0.007,,0.007
4/10/18 4:15,89.17,3.788,0.005,,0.005
4/10/18 4:30,89.148,3.788,0.003,,0.003
4/10/18 4:45,89.129,3.893,0.005,,0.005
4/10/18 5:00,89.12,3.998,0.005,,0.005
4/10/18 5:15,89.13,3.998,0.008,,0.008
4/10/18 5:30,89.107,3.893,0.005,,0.005
4/10/18 5:45,89.089,4.102,0.003,,0.003
4/10/18 6:00,89.08,4.207,0.003,,0.003
4/10/18 6:15,89.059,4.207,0.002,,0.002
4/10/18 6:30,89.066,3.998,0.002,,0.002
4/10/18 6:45,89.055,3.998,-0.001,, 
4/10/18 7:00,89.054,3.893,0.002,,0.002
4/10/18 7:15,89.045,3.998,0.001,,0.001
4/10/18 7:30,89.069,4.207,0.003,,0.003
4/10/18 7:45,89.081,4.311,-0.001,, 
4/10/18 8:00,89.057,4.831,0.002,,0.002
4/10/18 8:15,89.065,5.347,0.005,,0.005
4/10/18 8:30,89.061,5.757,-0.001,, 
4/10/18 8:45,89.088,6.166,0.006,,0.006
4/10/18 9:00,89.073,6.573,0.004,,0.004
4/10/18 9:15,89.037,6.978,0.008,,0.008
4/10/18 9:30,89.084,7.28,0.011,,0.011
4/10/18 9:45,89.064,7.381,0.011,,0.011
4/10/18 10:00,89.057,7.582,0.014,,0.014
4/10/18 10:15,88.985,8.481,0.004,,0.004
4/10/18 10:30,89.005,8.382,0.007,,0.007
4/10/18 10:45,88.982,8.978,0.004,,0.004
4/10/18 11:00,88.959,9.571,-0.001,, 
4/10/18 11:15,88.984,10.455,0.01,,0.01
4/10/18 11:30,88.971,11.625,0.008,,0.008
4/10/18 11:45,88.992,12.304,0.014,,0.014
4/10/18 12:00,89.006,13.173,0.016,,0.016
4/10/18 12:15,88.944,13.269,0.013,,0.013
4/10/18 12:30,88.958,14.804,0.018,,0.018
4/10/18 12:45,88.934,15.951,0.022,,0.022
4/10/18 13:00,88.918,16.237,0.022,,0.022
4/10/18 13:15,88.904,16.713,0.021,,0.021
4/10/18 13:30,88.867,16.427,0.018,,0.018
4/10/18 13:45,88.814,16.427,0.012,,0.012
4/10/18 14:00,88.768,16.237,0.007,,0.007
4/10/18 14:15,88.777,16.141,0.014,,0.014
4/10/18 14:30,88.748,16.332,0.016,,0.016
4/10/18 14:45,88.769,16.332,0.024,,0.024
4/10/18 15:00,88.758,15.664,0.026,,0.026
4/10/18 15:15,88.738,15.091,0.022,,0.022
4/10/18 15:30,88.663,15.091,0.018,,0.018
4/10/18 15:45,88.612,15.282,0.017,,0.017
4/10/18 16:00,88.577,15.76,0.011,,0.011
4/10/18 16:15,88.579,15.855,0.017,,0.017
4/10/18 16:30,88.559,15.951,0.019,,0.019
4/10/18 16:45,88.515,16.523,0.015,,0.015
4/10/18 17:00,88.557,17.094,0.021,,0.021
4/10/18 17:15,88.5,17.57,0.016,,0.016
4/10/18 17:30,88.457,17.57,0.014,,0.014
4/10/18 17:45,88.448,16.999,0.015,,0.015
4/10/18 18:00,88.423,16.808,0.012,,0.012
4/10/18 18:15,88.419,17.189,0.012,,0.012
4/10/18 18:30,88.384,16.999,0.009,,0.009
4/10/18 18:45,88.359,16.808,0.008,,0.008
4/10/18 19:00,88.365,16.523,0.009,,0.009
4/10/18 19:15,88.388,15.951,0.013,,0.013
4/10/18 19:30,88.37,14.9,0.014,,0.014
4/10/18 19:45,88.344,13.942,0.003,,0.003
4/10/18 20:00,88.324,13.365,0.006,,0.006
4/10/18 20:15,88.371,12.98,0.007,,0.007
4/10/18 20:30,88.385,14.517,0.009,,0.009
4/10/18 20:45,88.408,14.613,0.013,,0.013
4/10/18 21:00,88.343,14.517,0.002,,0.002
4/10/18 21:15,88.362,14.421,0.001,,0.001
4/10/18 21:30,88.378,14.709,-0.002,, 
4/10/18 21:45,88.387,15.282,0.003,,0.003
4/10/18 22:00,88.431,14.709,0.007,,0.007
4/10/18 22:15,88.425,13.654,0.002,,0.002
4/10/18 22:30,88.475,12.787,0.006,,0.006
4/10/18 22:45,88.444,12.207,0.001,,0.001
4/10/18 23:00,88.454,12.11,0.005,,0.005
4/10/18 23:15,88.469,11.722,0.006,,0.006
4/10/18 23:30,88.486,11.431,0.011,,0.011
4/10/18 23:45,88.47,11.139,0.009,,0.009
4/11/18 0:00,88.458,11.041,0.008,,0.008
4/11/18 0:15,88.455,10.846,0.008,,0.008
4/11/18 0:30,88.443,10.748,0.008,,0.008
4/11/18 0:45,88.43,10.651,0.007,,0.007
4/11/18 1:00,88.429,10.553,0.007,,0.007
4/11/18 1:15,88.435,10.259,0.008,,0.008
4/11/18 1:30,88.404,9.669,0.003,,0.003
4/11/18 1:45,88.389,9.373,0.001,,0.001
4/11/18 2:00,88.409,9.275,0.006,,0.006
4/11/18 2:15,88.412,8.779,0.007,,0.007
4/11/18 2:30,88.415,8.282,0.005,,0.005
4/11/18 2:45,88.415,8.282,0.006,,0.006
4/11/18 3:00,88.396,8.481,0.004,,0.004
4/11/18 3:15,88.407,8.481,0.001,,0.001
4/11/18 3:30,88.409,8.581,0,, 
4/11/18 3:45,88.398,8.581,-0.002,, 
4/11/18 4:00,88.415,8.282,-0.003,, 
4/11/18 4:15,88.447,8.282,0,, 
4/11/18 4:30,88.468,8.282,-0.001,, 
4/11/18 4:45,88.47,8.382,-0.003,, 
4/11/18 5:00,88.505,8.581,-0.002,, 
4/11/18 5:15,88.508,8.779,-0.003,, 
4/11/18 5:30,88.517,8.68,-0.004,, 
4/11/18 5:45,88.56,8.68,-0.001,, 
4/11/18 6:00,88.568,8.481,-0.003,, 
4/11/18 6:15,88.574,8.182,-0.002,, 
4/11/18 6:30,88.59,7.882,0.001,,0.001
4/11/18 6:45,88.609,7.682,0.001,,0.001
4/11/18 7:00,88.625,7.381,0.001,,0.001
4/11/18 7:15,88.632,7.079,0,, 
4/11/18 7:30,88.619,6.978,-0.002,, 
4/11/18 7:45,88.63,6.978,-0.003,, 
4/11/18 8:00,88.645,7.28,-0.002,, 
4/11/18 8:15,88.659,7.481,0,, 
4/11/18 8:30,88.676,7.882,0.003,,0.003
4/11/18 8:45,88.693,8.282,0.003,,0.003
4/11/18 9:00,88.702,8.879,0.008,,0.008
4/11/18 9:15,88.712,9.472,0.008,,0.008
4/11/18 9:30,88.703,10.259,0.014,,0.014
4/11/18 9:45,88.709,10.651,0.019,,0.019
4/11/18 10:00,88.692,10.944,0.017,,0.017
4/11/18 10:15,88.68,11.528,0.016,,0.016
4/11/18 10:30,88.617,12.304,0.009,,0.009
4/11/18 10:45,88.584,12.883,0.004,,0.004
4/11/18 11:00,88.582,12.787,0.003,,0.003
4/11/18 11:15,88.598,13.076,0.007,,0.007
4/11/18 11:30,88.587,13.75,0.007,,0.007
4/11/18 11:45,88.61,14.517,0.016,,0.016
4/11/18 12:00,88.605,15.473,0.016,,0.016
4/11/18 12:15,88.598,16.332,0.019,,0.019
4/11/18 12:30,88.609,17.665,0.025,,0.025
4/11/18 12:45,88.536,17.76,0.02,,0.02
4/11/18 13:00,88.536,18.426,0.022,,0.022
4/11/18 13:15,88.502,18.331,0.023,,0.023
4/11/18 13:30,88.464,18.616,0.022,,0.022
4/11/18 13:45,88.423,18.045,0.021,,0.021
4/11/18 14:00,88.376,17.189,0.016,,0.016
4/11/18 14:15,88.349,18.14,0.018,,0.018
4/11/18 14:30,88.332,20.901,0.022,,0.022
4/11/18 14:45,88.325,21.76,0.021,,0.021
4/11/18 15:00,88.313,22.908,0.024,,0.024
4/11/18 15:15,88.267,23.966,0.023,,0.023
4/11/18 15:30,88.198,21.855,0.019,,0.019
4/11/18 15:45,88.206,21.664,0.022,,0.022
4/11/18 16:00,88.168,21.378,0.02,,0.02
4/11/18 16:15,88.116,20.234,0.016,,0.016
4/11/18 16:30,88.083,20.138,0.019,,0.019
4/11/18 16:45,88.077,20.424,0.019,,0.019
4/11/18 17:00,88.053,18.996,0.021,,0.021
4/11/18 17:15,88.001,17.855,0.012,,0.012
4/11/18 17:30,87.965,16.999,0.015,,0.015
4/11/18 17:45,87.93,16.141,0.02,,0.02
4/11/18 18:00,87.897,15.473,0.014,,0.014
4/11/18 18:15,87.922,14.996,0.017,,0.017
4/11/18 18:30,87.894,14.613,0.019,,0.019
4/11/18 18:45,87.796,14.517,0.013,,0.013
4/11/18 19:00,87.822,14.134,0.02,,0.02
4/11/18 19:15,87.826,13.75,0.02,,0.02
4/11/18 19:30,87.782,13.654,0.019,,0.019
4/11/18 19:45,87.738,13.558,0.014,,0.014
4/11/18 20:00,87.679,13.269,0.011,,0.011
4/11/18 20:15,87.695,12.883,0.014,,0.014
4/11/18 20:30,87.656,12.497,0.011,,0.011
4/11/18 20:45,87.639,12.11,0.014,,0.014
4/11/18 21:00,87.6,11.625,0.011,,0.011
4/11/18 21:15,87.604,11.236,0.015,,0.015
4/11/18 21:30,87.567,10.944,0.014,,0.014
4/11/18 21:45,87.531,10.651,0.016,,0.016
4/11/18 22:00,87.528,10.455,0.016,,0.016
4/11/18 22:15,87.492,10.259,0.016,,0.016
4/11/18 22:30,87.473,10.357,0.015,,0.015
4/11/18 22:45,87.407,10.259,0.013,,0.013
4/11/18 23:00,87.428,10.259,0.017,,0.017
4/11/18 23:15,87.401,10.553,0.012,,0.012
4/11/18 23:30,87.391,10.651,0.006,,0.006
4/11/18 23:45,87.316,10.651,-0.003,, 
4/12/18 0:00,87.304,10.553,-0.005,, 
4/12/18 0:15,87.316,10.651,-0.003,, 
4/12/18 0:30,87.384,11.528,0.002,,0.002
4/12/18 0:45,87.407,11.625,0.003,,0.003
4/12/18 1:00,87.405,11.528,-0.003,, 
4/12/18 1:15,87.433,10.553,0.002,,0.002
4/12/18 1:30,87.417,10.259,0.004,,0.004
4/12/18 1:45,87.466,10.651,0.01,,0.01
4/12/18 2:00,87.511,10.748,0.016,,0.016
4/12/18 2:15,87.457,10.063,0.01,,0.01
4/12/18 2:30,87.407,9.571,0.005,,0.005
4/12/18 2:45,87.424,9.275,0.003,,0.003
4/12/18 3:00,87.399,9.077,0.002,,0.002
4/12/18 3:15,87.407,8.879,0.002,,0.002
4/12/18 3:30,87.405,8.779,-0.002,, 
4/12/18 3:45,87.448,8.779,0.003,,0.003
4/12/18 4:00,87.436,8.68,0.003,,0.003
4/12/18 4:15,87.453,8.382,0.002,,0.002
4/12/18 4:30,87.483,8.282,0.002,,0.002
4/12/18 4:45,87.503,8.182,-0.001,, 
4/12/18 5:00,87.492,8.182,0,, 
4/12/18 5:15,87.511,7.983,0,, 
4/12/18 5:30,87.517,7.682,-0.002,, 
4/12/18 5:45,87.557,7.481,0.001,,0.001
4/12/18 6:00,87.543,7.28,-0.004,, 
4/12/18 6:15,87.552,7.179,-0.002,, 
4/12/18 6:30,87.581,6.978,-0.003,, 
4/12/18 6:45,87.612,6.877,-0.006,, 
4/12/18 7:00,87.642,6.775,-0.009,, 
4/12/18 7:15,87.625,6.37,-0.015,, 
4/12/18 7:30,87.648,5.037,-0.017,, 
4/12/18 7:45,87.725,3.683,-0.012,, 
4/12/18 8:00,87.74,3.261,-0.014,, 
4/12/18 8:15,87.793,3.261,-0.013,, 
4/12/18 8:30,87.828,3.472,-0.02,, 
4/12/18 8:45,87.87,3.367,-0.016,, 
4/12/18 9:00,87.941,3.155,-0.005,, 
4/12/18 9:15,87.96,2.943,-0.003,, 
4/12/18 9:30,88.024,3.683,-0.002,, 
4/12/18 9:45,88.024,4.415,-0.003,, 
4/12/18 10:00,88.01,4.207,-0.007,, 
4/12/18 10:15,88.044,4.311,-0.006,, 
4/12/18 10:30,88.061,4.727,-0.008,, 
4/12/18 10:45,88.096,4.934,-0.008,, 
4/12/18 11:00,88.116,4.831,-0.007,, 
4/12/18 11:15,88.165,5.244,-0.005,, 
4/12/18 11:30,88.18,5.552,-0.005,, 
4/12/18 11:45,88.171,6.37,-0.007,, 
4/12/18 12:00,88.225,7.079,-0.001,, 
4/12/18 12:15,88.294,8.082,0.013,,0.013
4/12/18 12:30,88.272,8.082,-0.002,, 
4/12/18 12:45,88.286,8.282,0.002,,0.002
4/12/18 13:00,88.302,9.275,0,, 
4/12/18 13:15,88.338,9.571,0,, 
4/12/18 13:30,88.332,8.481,0.002,,0.002
4/12/18 13:45,88.335,7.983,0.003,,0.003
4/12/18 14:00,88.386,8.481,0.007,,0.007
4/12/18 14:15,88.407,9.866,0.007,,0.007
4/12/18 14:30,88.374,9.768,0.003,,0.003
4/12/18 14:45,88.389,10.748,0.008,,0.008
4/12/18 15:00,88.403,10.944,0.007,,0.007
4/12/18 15:15,88.414,11.625,0.004,,0.004
4/12/18 15:30,88.42,12.013,0.002,,0.002
4/12/18 15:45,88.418,11.916,0,, 
4/12/18 16:00,88.404,11.041,-0.005,, 
4/12/18 16:15,88.45,11.916,0.001,,0.001
4/12/18 16:30,88.469,11.041,0.009,,0.009
4/12/18 16:45,88.456,9.571,0.004,,0.004
4/12/18 17:00,88.472,11.236,0.002,,0.002
4/12/18 17:15,88.483,11.916,0,, 
4/12/18 17:30,88.493,11.916,0.009,,0.009
4/12/18 17:45,88.484,12.013,-0.004,, 
4/12/18 18:00,88.496,10.748,-0.005,, 
4/12/18 18:15,88.501,10.357,-0.011,, 
4/12/18 18:30,88.497,9.472,-0.012,, 
4/12/18 18:45,88.546,8.481,-0.008,, 
4/12/18 19:00,88.583,7.381,-0.002,, 
4/12/18 19:15,88.604,6.674,-0.004,, 
4/12/18 19:30,88.599,6.37,-0.008,, 
4/12/18 19:45,88.634,6.573,-0.007,, 
4/12/18 20:00,88.648,6.775,-0.009,, 
4/12/18 20:15,88.645,5.86,-0.013,, 
4/12/18 20:30,88.703,5.45,-0.01,, 
4/12/18 20:45,88.706,4.934,-0.012,, 
4/12/18 21:00,88.744,4.623,-0.01,, 
4/12/18 21:15,88.794,4.415,-0.009,, 
4/12/18 21:30,88.822,4.102,-0.01,, 
4/12/18 21:45,88.826,3.683,-0.012,, 
4/12/18 22:00,88.831,3.261,-0.013,, 
4/12/18 22:15,88.869,2.943,-0.01,, 
4/12/18 22:30,88.901,2.943,-0.007,, 
4/12/18 22:45,88.92,2.837,-0.004,, 
4/12/18 23:00,88.952,2.837,-0.004,, 
4/12/18 23:15,88.956,3.049,-0.003,, 
4/12/18 23:30,88.977,3.049,-0.002,, 
4/12/18 23:45,88.974,2.837,-0.007,, 
4/13/18 0:00,88.992,2.624,-0.005,, 
4/13/18 0:15,88.98,2.517,-0.009,, 
4/13/18 0:30,89.012,2.517,-0.008,, 
4/13/18 0:45,89.033,2.517,-0.005,, 
4/13/18 1:00,89.053,2.41,-0.009,, 
4/13/18 1:15,89.064,2.41,-0.008,, 
4/13/18 1:30,89.084,2.303,-0.006,, 
4/13/18 1:45,89.103,2.195,-0.008,, 
4/13/18 2:00,89.123,2.088,-0.005,, 
4/13/18 2:15,89.134,2.088,-0.005,, 
4/13/18 2:30,89.157,2.195,-0.003,, 
4/13/18 2:45,89.178,2.195,-0.003,, 
4/13/18 3:00,89.178,2.195,-0.005,, 
4/13/18 3:15,89.177,2.088,-0.006,, 
4/13/18 3:30,89.196,1.98,-0.007,, 
4/13/18 3:45,89.207,1.98,-0.01,, 
4/13/18 4:00,89.227,1.872,-0.008,, 
4/13/18 4:15,89.227,1.872,-0.011,, 
4/13/18 4:30,89.257,1.764,-0.009,, 
4/13/18 4:45,89.289,1.764,-0.011,, 
4/13/18 5:00,89.298,1.656,-0.011,, 
4/13/18 5:15,89.309,1.656,-0.01,, 
4/13/18 5:30,89.352,1.656,-0.006,, 
4/13/18 5:45,89.393,1.548,0,, 
4/13/18 6:00,89.393,1.548,-0.002,, 
4/13/18 6:15,89.391,1.439,-0.009,, 
4/13/18 6:30,89.39,1.33,-0.012,, 
4/13/18 6:45,89.401,1.33,-0.015,, 
4/13/18 7:00,89.433,1.33,-0.015,, 
4/13/18 7:15,89.465,1.33,-0.01,, 
4/13/18 7:30,89.497,1.33,-0.012,, 
4/13/18 7:45,89.543,1.548,-0.011,, 
4/13/18 8:00,89.555,1.656,-0.013,, 
4/13/18 8:15,89.56,1.98,-0.013,, 
4/13/18 8:30,89.609,2.41,-0.01,, 
4/13/18 8:45,89.637,2.837,-0.007,, 
4/13/18 9:00,89.687,3.367,-0.003,, 
4/13/18 9:15,89.692,3.683,-0.006,, 
4/13/18 9:30,89.72,4.102,-0.004,, 
4/13/18 9:45,89.737,4.519,-0.007,, 
4/13/18 10:00,89.742,4.831,-0.007,, 
4/13/18 10:15,89.768,5.141,-0.006,, 
4/13/18 10:30,89.796,5.552,-0.003,, 
4/13/18 10:45,89.825,6.064,-0.001,, 
4/13/18 11:00,89.843,6.573,0,, 
4/13/18 11:15,89.851,7.079,-0.003,, 
4/13/18 11:30,89.859,7.582,-0.003,, 
4/13/18 11:45,89.901,8.182,0.004,,0.004
4/13/18 12:00,89.907,8.581,0.005,,0.005
4/13/18 12:15,89.93,9.373,0.007,,0.007
4/13/18 12:30,89.956,10.944,0.011,,0.011
4/13/18 12:45,89.939,11.916,0.011,,0.011
4/13/18 13:00,89.934,12.883,0.011,,0.011
4/13/18 13:15,89.94,13.942,0.013,,0.013
4/13/18 13:30,89.935,14.9,0.015,,0.015
4/13/18 13:45,89.943,16.046,0.015,,0.015
4/13/18 14:00,89.916,16.332,0.013,,0.013
4/13/18 14:15,89.886,16.427,0.009,,0.009
4/13/18 14:30,89.885,16.999,0.007,,0.007
4/13/18 14:45,89.893,17.475,0.009,,0.009
4/13/18 15:00,89.904,18.14,0.008,,0.008
4/13/18 15:15,89.917,18.901,0.012,,0.012
4/13/18 15:30,89.917,20.138,0.013,,0.013
4/13/18 15:45,89.918,21.378,0.015,,0.015
4/13/18 16:00,89.916,21.282,0.016,,0.016
4/13/18 16:15,89.915,22.429,0.014,,0.014
4/13/18 16:30,89.886,22.046,0.008,,0.008
4/13/18 16:45,89.886,22.046,0.011,,0.011
4/13/18 17:00,89.874,21.951,0.006,,0.006
4/13/18 17:15,89.88,21.664,0.008,,0.008
4/13/18 17:30,89.88,21.664,0.01,,0.01
4/13/18 17:45,89.894,21.282,0.011,,0.011
4/13/18 18:00,89.879,20.996,0.006,,0.006
4/13/18 18:15,89.834,17.189,0.002,,0.002
4/13/18 18:30,89.827,13.558,-0.001,, 
4/13/18 18:45,89.823,12.013,-0.003,, 
4/13/18 19:00,89.832,11.236,-0.001,, 
